mp-1046702,1.2534,1,0.2363
mp-1046709,1.2455,1,0.1985
mp-1046747,0.2898,1,0.3790
mp-1323771,0.0512,1,3.0918
mp-559296,1.7123,1,0.2687
mp-555255,2.2156,1,0.1002
mp-558254,1.9200,1,0.2686
mp-560066,3.4487,1,0.0362
mp-1369435,0.0000,2,0.0687
mp-1216106,3.5401,0,0.0092
mp-1217635,3.5880,0,0.0054
mp-1220289,3.4275,0,0.0318
mp-1219205,3.5041,0,0.0008
mp-1224058,3.6385,0,0.0102
mp-1224717,1.9623,1,0.0000
mp-1225346,3.6131,0,0.0063
mp-1023371,0.0000,2,2.8154
mp-1013726,2.1914,0,0.0266
mp-27578,1.2407,1,0.0000
mp-1021490,2.6861,1,0.0438
mp-1021492,0.7836,0,0.0277
mp-1013750,2.5945,0,0.0446
mp-12368,2.6713,0,0.0961
mp-8500,2.6080,1,0.1084
mp-560180,2.5059,1,0.3528
mp-555288,2.5320,1,0.0000
mp-558466,2.5087,1,0.0000
mp-560042,1.5036,1,0.1717
mp-556837,2.7650,1,0.0000
mp-557628,1.1714,1,0.0000
mp-558583,1.8088,0,0.3660
mp-559602,2.7813,1,0.0000
mp-555194,2.7984,1,0.0000
mp-555408,2.0126,0,0.1996
mp-556705,3.7948,1,0.0000
mp-560639,2.6548,1,0.0012
mp-23112,0.0000,2,0.1037
mp-2932665,0.4967,1,0.0000
mp-554289,0.5875,1,0.1838
mp-637112,1.8307,1,0.1855
mp-1246700,3.2989,0,0.4363
mp-18626,0.0000,2,0.0000
mp-17745,0.0000,2,0.0000
mp-6820,0.0000,2,0.0172
mp-560107,2.4223,1,0.0458
mp-683956,3.3498,1,0.1398
mp-769588,1.0429,1,0.0725
mp-2217837,0.6807,1,0.4120
mp-1199019,2.5554,1,0.0000
mp-1214996,1.5211,1,0.1652
mp-557904,1.5584,1,0.1303
mp-557470,0.0000,2,0.0000
mp-560986,1.5718,1,0.1295
mp-505281,2.6292,1,0.0000
mp-622197,2.1952,1,0.0000
mp-680169,4.9055,0,0.0000
mp-2217781,2.1246,1,0.3052
mp-556154,2.5393,1,0.3600
mp-769600,1.1574,1,0.0553
mp-1200466,0.0423,1,0.2567
mp-1213742,0.3019,0,0.2672
mp-1209560,0.0000,2,1.0132
mp-695699,0.7743,1,0.3921
mp-560589,2.2159,0,0.1040
mp-561321,2.2285,1,0.1462
mp-1196797,1.8455,1,0.4817
mp-649756,1.8836,0,0.2635
mp-1197121,3.4888,1,0.0435
mp-1234900,3.0932,1,0.0846
mp-1233665,2.7551,1,0.1461
mp-1219884,2.6461,0,0.0000
mp-1220263,2.6690,0,0.0266
mp-1223425,2.6035,0,0.0000
mp-1224731,1.5214,1,0.1000
mp-1234712,0.3839,1,0.1783
mp-41092,4.0322,1,0.0305
mp-1198254,0.6910,0,0.3398
mp-1194939,0.5619,1,0.0000
mp-1342613,0.0000,2,5.3169
mp-1229176,3.8372,1,0.0282
mp-603276,0.0000,2,0.0066
mp-556515,3.9591,0,0.0466
mp-695196,0.3272,1,0.5509
mp-1211985,0.3535,1,0.1794
mp-560077,2.2156,1,0.0422
mp-556406,4.5450,1,0.0402
mp-1204134,2.2503,0,0.0284
mp-1203746,2.5478,1,0.2850
mp-541094,2.4645,1,0.0000
mp-541093,2.3509,1,0.0000
mp-554788,2.9961,0,0.3000
mp-560450,3.5694,0,0.0853
mp-723419,1.9679,1,0.0000
mp-28291,4.9705,1,0.0000
mp-662789,2.0842,0,0.0868
mp-541204,2.2041,1,0.1068
mp-1006611,0.0000,2,0.9499
mp-1247820,0.5332,1,0.5360
mp-1198499,2.5374,1,0.0656
mp-1201031,3.2295,1,0.0317
mp-1204738,3.2335,1,0.0967
mp-1229221,1.5494,1,0.1476
mp-556926,0.7933,1,0.0311
mp-559097,1.6270,1,0.0200
mp-555121,3.5869,1,0.0517
mp-561487,1.2366,1,0.1278
mp-651154,0.0000,2,0.1697
mp-560703,2.0331,1,0.1324
mp-562774,3.1386,1,0.0012
mp-542064,1.8017,1,0.0404
mp-558288,3.4985,0,0.0379
mp-541335,2.2799,1,0.1120
mp-557791,1.2491,1,0.1236
mp-1101144,0.1269,1,0.3312
mp-706456,0.0800,1,0.3835
mp-557236,1.4407,1,0.0000
mp-557010,2.1950,1,0.3012
mp-1201063,2.7930,1,0.3361
mp-560084,3.0622,1,0.1952
mp-1204693,2.2909,0,0.0074
mp-1203902,1.9483,0,0.2059
mp-558770,2.4350,1,0.2095
mp-1197776,3.0463,1,0.0538
mp-650524,1.6989,1,0.1406
mp-573010,3.5362,0,0.1882
mp-554195,1.8401,0,0.1409
mp-559978,1.1666,1,0.2436
mp-555028,0.8025,1,0.1354
mp-560359,1.5664,1,0.0432
mp-581488,1.4924,1,0.0432
mp-14673,1.7301,0,0.0000
mp-556278,2.0161,1,0.0369
mp-1147671,0.0000,2,0.0668
mp-31263,1.2286,1,0.0000
mp-30099,1.1221,1,0.0204
mp-560901,0.9647,1,0.0000
mp-561307,2.7618,1,0.0000
mp-653579,1.6748,1,0.0000
mp-1210546,0.8894,1,0.0214
mp-1210046,2.6929,1,0.0262
mp-772534,2.5588,1,0.0196
mp-1013900,0.0000,2,0.0096
mp-27616,2.9329,0,0.0000
mp-1213844,0.1365,0,0.0000
mp-23318,1.9636,1,0.0000
mp-1208155,1.5302,1,0.0000
mp-558368,0.7834,1,0.0098
mp-1197810,1.9469,1,0.0000
mp-1199243,1.9586,1,0.0000
mp-1212237,1.6390,1,0.0032
mp-23586,1.5348,1,0.0014
mp-542474,1.4043,1,0.0139
mp-556541,1.5525,1,0.0000
mp-559521,1.5805,1,0.0000
mp-680728,0.0000,2,0.0921
mp-1182041,0.0000,2,0.6385
mp-1213106,1.2200,1,0.0803
mp-555237,4.7054,0,0.0000
mp-558122,1.9163,1,0.0000
mp-559820,4.0939,1,0.0000
mp-1205371,2.8257,1,0.0130
mp-542133,0.1024,1,0.0000
mp-556246,2.6154,0,0.0000
mp-556179,2.7409,1,0.0000
mp-557510,0.7673,1,0.0661
mp-1224076,1.0880,0,0.0000
mp-1210484,0.0000,2,0.0857
mp-559355,1.5138,1,0.0042
mp-1226127,0.8113,1,0.0046
mp-1193300,2.3960,1,0.0000
mp-985592,2.2955,0,0.0829
mp-1226363,0.0000,2,0.0000
mp-1219229,1.8437,1,0.0280
mp-672253,0.5616,1,0.0238
mp-23567,0.5700,1,0.0132
mp-558199,1.6696,0,0.0042
mp-1181082,0.6272,1,0.6619
mp-1198976,3.1691,0,0.0000
mp-555012,1.2950,1,0.0512
mp-555844,0.0000,2,0.0066
mp-556087,1.2595,1,0.0445
mp-557049,1.6373,1,0.0075
mp-557029,1.5036,1,0.4396
mp-556910,2.6328,1,0.0000
mp-558130,0.8540,1,0.0000
mp-558849,1.9160,1,0.0120
mp-559779,2.6289,1,0.0000
mp-561469,1.2529,1,0.0283
mp-677013,4.1483,1,0.0006
mp-1202298,0.0626,0,0.6025
mp-558745,0.1333,1,0.0000
mp-553977,0.1226,1,0.0000
mp-1194731,2.5537,0,0.0000
mp-1203697,1.8362,0,0.0018
mp-23146,4.3633,1,0.0000
mp-559540,4.5467,1,0.0000
mp-679669,1.9293,1,0.0767
mp-1215129,0.0000,2,0.6902
mp-1197298,2.2937,1,0.0000
mp-1220698,1.1212,1,0.0918
mp-2240378,0.3029,1,0.2359
mp-1201802,1.8421,1,0.0058
mp-1211928,0.0000,2,0.2466
mp-532767,0.0000,2,0.0873
mp-555092,2.7764,0,0.1616
mp-561299,1.8290,1,0.0106
mp-555595,0.0000,2,0.0125
mp-1224128,0.8936,1,0.5463
mp-1223492,4.2515,1,0.0000
mp-42091,3.9145,1,0.0056
mp-554279,2.7629,1,0.0000
mp-560324,2.4564,1,0.0000
mp-1097034,2.3724,1,0.0355
mp-1040451,2.3936,1,0.0353
mp-1097035,2.3076,1,0.0305
mp-1192535,0.0000,2,0.9407
mp-1196906,0.6526,1,1.0998
mp-23652,1.8506,0,0.0142
mp-2240084,0.0000,2,0.2803
mp-560773,5.1595,0,0.0117
mp-653840,0.0000,2,0.0000
mp-27362,1.5102,0,0.0000
mp-1206395,2.1340,1,0.6175
mp-23418,1.9398,1,0.0000
mp-1013760,1.1857,1,0.0873
mp-1198863,1.8038,0,0.0055
mp-1224250,0.5971,0,0.0763
mp-1014204,0.8334,0,0.0387
mp-1215990,1.5051,1,0.2743
mp-29573,1.9430,1,0.0060
mp-1013730,1.9571,1,0.0677
mp-1021494,1.3910,1,0.0469
mp-560845,1.4078,1,0.0286
mp-1219905,0.7040,1,0.0661
mp-1147535,0.0000,2,0.3640
mp-1147576,0.0000,2,0.3243
mp-1147578,0.0000,2,0.2441
mp-1147581,0.0000,2,0.0479
mp-1147601,0.0000,2,0.2751
mp-1147579,0.0000,2,0.1049
mp-1203568,1.8109,1,0.0000
mp-1194018,0.1610,1,0.6330
mp-559071,1.6368,1,0.0050
mp-558979,0.8630,1,0.2712
mp-559033,0.8105,1,0.2754
mp-560005,1.8577,1,0.0000
mp-726564,0.0000,2,0.3537
mp-1223145,2.7466,0,0.0140
mp-1220227,2.8926,1,0.0206
mp-1227009,0.0000,2,0.0370
mp-1040450,2.7793,1,0.0163
mp-559847,1.2689,1,0.0000
mp-556040,4.7193,0,0.0000
mp-1214971,0.6229,1,0.0110
mp-653586,0.2488,1,0.3099
mp-556094,1.0752,0,0.0000
mp-554238,0.6432,0,0.0370
mp-1190453,2.1611,1,0.0000
mp-1224553,0.0467,1,0.0095
mp-1204181,0.0000,2,1.1808
mp-1183030,0.0853,0,0.9203
mp-557645,5.1579,1,0.0151
mp-1202858,2.1278,0,0.0000
mp-1204852,0.3979,1,0.4519
mp-1227702,4.2895,1,0.0301
mp-23645,4.2054,1,0.0000
mp-1189153,0.2035,1,0.4578
mp-42163,4.4998,1,0.0283
mp-695095,3.9740,1,0.0450
mp-1198427,0.5038,1,1.2056
mp-560601,0.7310,1,0.0000
mp-572902,0.1059,0,0.0271
mp-1229204,0.8687,0,0.0070
mp-675345,1.4488,1,0.0638
mp-27866,1.4385,1,0.0000
mp-28064,2.8648,1,0.0000
mp-676611,0.9447,1,0.1700
mp-1209339,0.0000,2,0.0299
mp-1181100,0.4761,1,0.4272
mp-1194026,0.2995,1,0.0541
mp-1214856,2.4413,1,0.0853
mp-555688,0.8792,1,0.2335
mp-557085,0.8885,0,0.2537
mp-557331,0.9611,1,0.2530
mp-669471,1.9589,1,0.1649
mp-1191097,0.0000,2,0.0038
mp-559256,2.9165,1,0.0000
mp-558143,3.0308,1,0.0000
mp-559514,3.0831,1,0.0000
mp-556418,3.9643,1,0.0000
mp-560328,1.2888,1,0.0000
mp-1212663,5.0754,0,0.0372
mp-559558,1.8726,1,0.0000
mp-1173865,3.8486,0,0.0799
mp-1229155,1.5994,1,0.0000
mp-721012,5.0397,1,0.0153
mp-1223572,1.7769,1,0.0270
mp-690978,1.7566,1,0.0273
mp-1189737,0.0294,1,0.6772
mp-1227756,2.4410,1,0.0117
mp-559765,2.6937,1,0.0515
mp-1223192,4.3510,0,0.0120
mp-29051,1.2552,0,0.0000
mp-28242,1.7994,0,0.0157
mp-572970,1.9445,0,0.0013
mp-640341,1.6862,1,0.0000
mp-1182355,1.1898,1,0.1309
mp-29880,3.5037,1,0.0000
mp-865182,1.7563,1,0.0000
mp-1205307,1.8865,1,0.0059
mp-2017401,2.1759,0,0.0036
mp-2017348,2.2983,0,0.0078
mp-2422943,2.0094,1,0.0009
mp-27475,1.9734,1,0.0011
mp-756473,1.9497,1,0.0038
mp-979414,1.9830,1,0.0044
mp-558360,2.2534,1,0.0000
mp-561470,1.7334,1,0.3248
mp-1181548,0.0000,2,0.3414
mp-672345,0.0000,2,0.3548
mp-1191374,0.8916,1,0.1669
mp-1203609,0.4962,1,0.2372
mp-556297,1.3014,0,0.1221
mp-557272,1.0462,1,0.1192
mp-560840,2.0362,1,0.2278
mp-614997,2.1230,1,0.0471
mp-1200983,2.0921,0,0.0000
mp-1180071,0.0440,1,0.0678
mp-557484,2.0317,1,0.1112
mp-566296,1.6015,0,0.2596
mp-1105779,0.0392,1,0.3302
mp-1198672,1.4276,1,0.0000
mp-2217903,0.9003,1,0.2306
mp-2241078,0.8791,1,0.2526
mp-558270,2.3109,1,0.1710
mp-559963,2.1196,0,0.0401
mp-560637,2.3285,1,0.1738
mp-2234083,1.1116,1,0.2411
mp-561350,2.8305,1,0.0000
mp-866713,2.3274,1,0.0000
mp-1224205,2.3966,1,0.1459
mp-2229527,0.0000,2,0.3931
mp-2229444,0.1962,1,0.3179
mp-2229416,0.4755,1,0.3675
mp-2228916,0.0000,2,0.3909
mp-1191290,2.7911,1,0.8974
mp-559061,2.2126,1,0.0325
mp-1181321,0.0000,2,0.9707
mp-555090,4.6504,1,0.0091
mp-1225472,2.9482,1,0.0000
mp-1238685,2.6601,1,0.0002
mp-2229780,0.6457,1,0.4018
mp-556310,1.9832,1,0.0310
mp-560423,4.6462,1,0.0000
mp-1204262,0.0000,2,0.2079
mp-1202327,0.1848,1,0.2309
mp-1337931,1.3047,1,0.0064
mp-28192,1.7772,1,0.0000
mp-556023,3.2203,1,0.0000
mp-1179727,1.5419,0,0.0000
mp-30157,3.4108,1,0.0201
mp-657300,1.5402,1,0.0045
mp-559738,1.8036,0,0.1367
mp-1203263,1.3868,1,0.3550
mp-554079,1.3789,1,0.0924
mp-554153,1.5929,0,0.2990
mp-554353,1.4847,1,0.2978
mp-556728,2.3564,1,0.0000
mp-558716,1.0193,1,0.1061
mp-561020,1.6067,1,0.0043
mp-572763,2.1596,1,0.0072
mp-679987,1.7050,1,0.0000
mp-560907,2.0160,1,0.0000
mp-573078,2.2845,1,0.0275
mp-1196151,1.4549,1,0.0000
mp-1208658,1.7349,1,0.0022
mp-555967,1.8505,1,0.0079
mp-557016,2.2644,1,0.0069
mp-558183,0.5402,1,0.1388
mp-560192,2.1827,1,0.0064
mp-559716,0.4905,1,0.1911
mp-561160,1.1910,1,0.0002
mp-1190557,2.3713,0,0.0000
mp-572131,1.5149,1,0.2777
mp-556831,2.2488,1,0.1734
mp-638705,1.3164,1,0.2374
mp-729342,1.1148,1,0.1986
mp-560777,2.3443,1,0.0457
mp-28174,1.7553,1,0.0000
mp-28575,0.6399,1,0.0000
mp-28722,1.8217,1,0.0559
mp-559940,1.7401,1,0.0127
mp-1205421,3.3005,0,0.0000
mp-1213776,0.1448,0,0.0138
mp-554183,2.5687,0,0.0000
mp-554265,3.2869,1,0.0001
mp-557792,3.2563,1,0.0000
mp-560517,2.6561,1,0.0208
mp-561355,2.6504,1,0.0220
mp-558135,1.5970,1,0.0000
mp-554370,2.6537,1,0.0222
mp-559350,1.5597,0,0.1689
mp-608398,1.8326,1,0.0937
mp-661715,0.0000,2,1.3660
mp-989517,0.0000,2,0.0644
mp-989518,0.0000,2,0.0679
mp-989587,0.0000,2,0.1113
mp-647878,1.7915,1,0.2878
mp-1208924,1.0792,0,0.0000
mp-555056,1.6653,0,0.1244
mp-1200783,1.7539,1,0.5651
mp-1196966,1.5094,1,0.5758
mp-866812,0.1830,1,0.0000
mp-1201123,1.7797,1,0.5303
mp-2239851,0.7640,1,0.2111
mp-2217785,0.1388,1,0.3060
mp-2223676,0.7927,1,0.2111
mp-556587,1.8191,0,0.0000
mp-649334,1.4278,1,0.0000
mp-866711,0.6859,0,0.0544
mp-680059,1.6865,1,0.0000
mp-555805,2.4961,0,0.0000
mp-555282,2.5190,1,0.1301
mp-585964,1.8447,1,0.1512
mp-699535,1.8759,1,0.1640
mp-1217392,2.3490,1,0.0015
mp-1228296,2.6061,0,0.0000
mp-554511,1.5236,1,0.0157
mp-1227999,2.3721,1,0.0000
mp-560884,2.8827,1,0.0000
mp-28721,1.9198,0,0.0000
mp-29568,1.8602,1,0.0000
mp-2218333,0.1396,1,0.2043
mp-2218459,0.3822,1,0.1743
mp-2218594,0.5906,1,0.1822
mp-2218742,0.4474,1,0.1872
mp-1104411,2.7814,1,0.0000
mp-554625,1.8257,1,0.0573
mp-559303,0.5156,0,0.0755
mp-1220410,0.1225,1,0.1220
mp-648140,2.5981,1,0.0201
mp-1195160,1.2722,0,0.0060
mp-1194539,1.9032,0,0.0000
mp-1105330,0.0000,2,0.0000
mp-557809,1.7743,0,0.0000
mp-1209710,2.1879,0,0.0150
mp-559337,1.2212,1,0.0174
mp-28772,1.6343,0,0.0124
mp-28103,0.4958,1,0.0137
mp-1188245,0.0000,2,1.1673
mp-555900,1.6183,1,0.0020
mp-621112,1.7925,1,0.0000
mp-648469,1.8468,1,0.0720
mp-28211,1.8369,1,0.0000
mp-555493,0.3737,1,0.0728
mp-556726,0.7012,1,0.0384
mp-624474,0.0961,0,0.0442
mp-649080,1.9423,1,0.0161
mp-28865,0.0327,1,0.0202
mp-2230438,0.5763,1,0.1484
mp-2230365,0.6648,1,0.1278
mp-653758,0.0005,1,0.0668
mp-706455,1.2323,0,0.2546
mp-1196451,2.0643,0,0.0000
mp-1212273,0.0220,1,0.3346
mp-721815,0.0000,2,0.0878
mp-1208299,2.9277,1,0.0000
mp-1208844,2.9463,1,0.0000
mp-1209293,2.8424,1,0.0000
mp-1212521,1.6455,1,0.0846
mp-27180,2.6382,1,0.0000
mp-652046,1.6485,1,0.0000
mp-29231,0.0000,2,0.0280
mp-1209893,0.0000,2,0.0259
mp-554769,0.7950,1,0.0172
mp-1215080,0.3945,0,1.7073
mp-510347,1.1149,1,0.0000
mp-1103194,1.7634,1,0.0020
mp-36600,0.3977,1,0.0683
mp-1207325,1.6791,1,1.9467
mp-1207375,0.0295,1,1.9483
mp-27246,2.9943,0,0.0000
mp-22998,0.0000,2,0.0000
mp-28928,2.8776,0,0.0000
mp-560054,2.7179,1,0.4012
mp-1229116,0.3987,1,0.0637
mp-1209341,2.7479,1,0.0022
mp-1211452,2.7908,1,0.0000
mp-1213818,0.0000,2,0.0272
mp-22971,1.7767,1,0.0000
mp-23324,2.0320,1,0.0000
mp-1105645,0.2964,1,0.0983
mp-1229151,0.5666,1,0.0653
mp-703875,2.6796,1,0.0110
mp-1078379,0.2637,1,0.2748
mp-1206068,1.6270,1,0.0027
mp-554061,0.6737,0,0.0138
mp-557805,0.7358,0,0.0001
mp-559864,1.5308,1,0.0000
mp-559588,1.5285,1,0.0136
mp-561079,1.7295,1,0.0177
mp-1213133,1.2396,1,0.0945
mp-557980,0.9281,1,0.3570
mp-1194050,0.0000,2,0.0769
mp-555527,2.6145,0,0.0000
mp-559237,2.6640,0,0.0000
mp-560523,2.5520,1,0.0000
mp-560468,2.6881,0,0.0000
mp-669378,0.0883,1,0.0000
mp-1224043,0.9666,0,0.0085
mp-555074,1.5415,1,0.0017
mp-1225964,0.8068,1,0.0081
mp-1196166,1.9335,1,0.0005
mp-985591,2.1394,1,0.0505
mp-1229171,0.5861,1,0.0811
mp-555267,0.5100,1,0.0309
mp-560067,1.2604,1,0.0000
mp-554879,0.4492,1,0.0288
mp-555645,0.5368,0,0.0328
mp-1195713,0.4962,1,0.0119
mp-1202647,1.8641,1,0.0000
mp-1204726,3.0328,0,0.0000
mp-554459,1.3802,1,0.0000
mp-559019,1.3990,1,0.0000
mp-559994,1.4091,1,0.0000
mp-629511,0.0000,2,0.0000
mp-680421,0.0000,2,0.0000
mp-1197804,1.7400,1,0.0000
mp-1188137,0.0000,2,0.3000
mp-554627,0.8184,0,0.0015
mp-1199707,0.0000,2,0.5745
mp-1198103,1.8225,0,0.0000
mp-1197719,2.2876,1,0.0000
mp-1223297,0.3095,1,0.0354
mp-1224197,0.8789,1,0.5993
mp-676501,3.4126,1,0.0108
mp-1079264,1.4107,1,0.0008
mp-29096,1.4870,1,0.0000
mp-559832,1.6090,1,0.0015
mp-1079487,1.5000,1,0.0000
mp-540792,2.4518,1,0.0000
mp-28037,0.9875,0,0.0000
mp-1147540,0.0000,2,0.2801
mp-1147542,0.0000,2,0.0129
mp-1194529,2.1758,1,0.1329
mp-1226093,0.0000,2,0.0538
mp-554096,2.3372,0,0.0520
mp-622294,2.2960,1,0.0917
mp-622273,2.3956,1,0.0719
mp-643460,1.9290,1,0.0057
mp-683890,1.8417,1,0.0000
mp-680334,2.1637,1,0.0000
mp-680417,0.0000,2,0.0202
mp-555484,0.7769,1,0.2175
mp-1214970,0.5586,1,0.0143
mp-1228968,2.0767,1,0.0021
mp-1228355,1.9955,1,0.0025
mp-1228012,1.3293,1,0.0107
mp-1079481,0.1479,1,0.3612
mp-1209349,0.0000,2,0.0275
mp-558847,1.8744,1,0.0690
mp-669564,1.6143,1,0.0057
mp-1224301,0.0000,2,0.1156
mp-1202203,1.4823,0,0.0061
mp-28518,1.8121,0,0.0044
mp-559911,0.6915,1,0.0000
mp-561582,1.2761,1,0.0000
mp-2217831,1.1908,1,0.1606
mp-2240954,0.6305,1,0.2838
mp-2241507,0.8101,1,0.2864
mp-1193765,0.0000,2,0.6117
mp-731744,0.8111,1,0.5037
mp-2229216,0.7182,1,0.3708
mp-1191291,2.4712,0,0.9014
mp-1223434,0.4332,1,0.0107
mp-2229658,0.6042,1,0.3680
mp-2229921,0.4932,1,0.3699
mp-28297,2.8500,1,0.0202
mp-1204377,2.1407,0,0.0097
mp-561414,2.0351,1,0.0611
mp-555088,2.8096,1,0.0189
mp-1245640,2.2614,1,0.0430
mp-1207395,1.8586,0,0.0000
mp-555833,1.7802,1,0.0000
mp-556341,1.4006,1,0.0000
mp-1196084,1.7688,0,0.6149
mp-29057,0.7444,0,0.0000
mp-29599,1.3351,0,0.0000
mp-31015,0.8133,1,0.0049
mp-573274,0.0380,1,0.0000
mp-1182756,1.7601,1,0.0000
mp-559724,1.2971,1,0.1319
mp-556239,1.7750,1,0.0000
mp-558099,1.6588,1,0.0141
mp-674324,2.0136,1,0.1110
