material_id,row_index,raw_gt,merged_gt,eh_class,bandgap,ehull
mp-1198254,239,0,0,1,0.6910,0.3398
mp-560170,1469,1,1,0,3.3387,0.0000
mp-695095,431,1,1,0,3.9740,0.0450
mp-690978,460,1,1,0,1.7566,0.0273
mp-769377,123,0,0,0,1.8907,0.0584
mp-28721,593,0,0,0,1.9198,0.0000
mp-1212663,454,0,0,0,5.0754,0.0372
mp-2458827,1733,1,1,0,0.3673,0.0000
mp-31015,751,1,1,0,0.8133,0.0049
mp-1214204,40,0,0,1,0.2906,0.3201
mp-1204726,684,0,0,0,3.0328,0.0000
mp-1191326,1615,1,1,0,2.9011,0.0183
mp-554643,136,1,1,0,4.9328,0.0000
mp-1104492,41,0,0,0,2.0927,0.0103
mp-541758,1267,1,1,0,1.3963,0.0000
mp-683956,208,1,1,1,3.3498,0.1398
mp-572807,1043,1,1,0,0.0162,0.0000
mp-2647159,843,2,1,1,0.0000,0.1347
mp-1223145,410,0,0,0,2.7466,0.0140
mp-582444,1177,1,1,0,0.0736,0.0026
mp-556194,930,0,0,0,0.1201,0.0106
mp-27123,885,0,0,0,2.1822,0.0218
mp-28944,1407,1,1,0,1.5135,0.0000
mp-1202327,518,1,1,1,0.1848,0.2309
mp-559724,754,1,1,1,1.2971,0.1319
mp-569467,1447,0,0,0,0.2316,0.0004
mp-1192566,1028,1,1,0,1.5448,0.0047
mp-6368,56,1,1,0,4.4107,0.0144
mp-1048276,1031,2,1,1,0.0000,0.3979
mp-1225212,1187,2,1,1,0.0000,0.3544
mp-1147579,402,2,1,1,0.0000,0.1049
mp-557236,278,1,1,0,1.4407,0.0000
mp-559000,966,0,0,0,1.5285,0.0000
mp-570486,1123,1,1,0,1.3286,0.0000
mp-1195946,1137,2,1,0,0.0000,0.0184
mp-638705,548,1,1,1,1.3164,0.2374
mp-756473,477,1,1,0,1.9497,0.0038
mp-1173441,1245,1,1,0,1.7270,0.0000
mp-561079,663,1,1,0,1.7295,0.0177
mp-1197627,1524,1,1,0,0.2320,0.0191
mp-1219229,335,1,1,0,1.8437,0.0280
mp-557791,275,1,1,1,1.2491,0.1236
mp-1193890,1438,0,0,0,2.4894,0.0000
mp-14673,293,0,0,0,1.7301,0.0000
mp-7580,81,1,1,0,1.8372,0.0000
mp-1233629,1100,1,1,1,0.9049,0.1116
mp-679669,359,1,1,0,1.9293,0.0767
mp-510727,1344,1,1,0,3.1780,0.0000
mp-1206203,1279,1,1,1,0.0070,2.9309
mp-654051,872,2,1,0,0.0000,0.0000
mp-1215073,783,0,0,1,0.4024,1.6990
mp-1220289,174,0,0,0,3.4275,0.0318
mp-23007,797,1,1,1,0.7998,0.2679
mp-559575,905,1,1,0,1.4197,0.0000
mp-561469,350,1,1,0,1.2529,0.0283
mp-1235057,1543,1,1,0,0.0282,0.0355
mp-1192381,1353,0,0,1,0.0494,0.1297
mp-1201019,1498,1,1,0,2.2711,0.0000
mp-699535,587,1,1,1,1.8759,0.1640
mp-1198919,1631,1,1,0,3.2962,0.0000
mp-1208924,571,0,0,0,1.0792,0.0000
mp-555967,539,1,1,0,1.8505,0.0079
mp-1219884,233,0,0,0,2.6461,0.0000
mp-648140,603,1,1,0,2.5981,0.0201
mp-573340,1176,1,1,0,1.3168,0.0000
mp-28517,1319,0,0,0,1.6854,0.0012
mp-558502,1351,1,1,0,1.4996,0.0000
mp-1235468,1692,1,1,0,0.2992,0.0520
mp-581449,1450,1,1,0,0.9304,0.0026
mp-651154,269,2,1,1,0.0000,0.1697
mp-542064,272,1,1,0,1.8017,0.0404
mp-560067,679,1,1,0,1.2604,0.0000
mp-1173865,456,0,0,0,3.8486,0.0799
mp-1202298,352,0,0,1,0.0626,0.6025
mp-1227641,1654,1,1,0,1.0231,0.0372
mp-559971,109,1,1,0,5.9008,0.0956
mp-1220698,362,1,1,0,1.1212,0.0918
mp-19304,142,0,0,0,1.3684,0.0009
mp-1180423,1427,2,1,1,0.0000,0.3907
mp-28684,968,0,0,0,1.9030,0.0127
mp-1233220,1530,2,1,1,0.0000,0.1060
mp-555194,195,1,1,0,2.7984,0.0000
mp-1194731,355,0,0,0,2.5537,0.0000
mp-1198737,1222,1,1,0,1.0219,0.0000
mp-23140,810,0,0,0,1.3584,0.0000
mp-1198418,1513,1,1,0,1.1624,0.0000
mp-1207299,8,2,1,1,0.0000,1.7504
mp-655834,1210,1,1,1,0.1502,0.1265
mp-557161,154,0,0,1,1.2306,0.1462
mp-1080650,31,0,0,0,1.6223,0.0040
mp-1147581,400,2,1,0,0.0000,0.0479
mp-1192722,1751,1,1,0,1.0014,0.0496
mp-652695,1178,0,0,0,0.8805,0.0126
mp-28189,1149,1,1,0,1.3187,0.0000
mp-21356,893,1,1,0,0.0305,0.0000
mp-29956,829,1,1,0,1.3129,0.0000
mp-569258,1325,1,1,0,0.8800,0.0000
mp-1210250,1256,1,1,0,0.9682,0.0084
mp-1147578,399,2,1,1,0.0000,0.2441
mp-555034,1347,1,1,0,1.9259,0.0153
mp-680185,1316,1,1,0,1.2321,0.0000
mp-555814,1636,0,0,0,0.0091,0.0238
mp-28798,1710,2,1,1,0.0000,0.2204
mp-1214731,929,2,1,1,0.0000,1.2560
mp-1181100,441,1,1,1,0.4761,0.4272
mp-1048488,1039,1,1,1,2.0598,0.1792
mp-649334,581,1,1,0,1.4278,0.0000
mp-557606,956,1,1,0,1.8713,0.0392
mp-541877,1410,1,1,0,2.6483,0.0091
mp-1222482,801,0,0,0,1.5398,0.0000
mp-571061,1081,1,1,0,1.1681,0.0000
mp-1208334,1374,2,1,0,0.0000,0.0714
mp-1195597,1254,1,1,0,1.5193,0.0000
mp-729140,76,0,0,1,0.5436,0.3688
mp-1266944,1018,1,1,1,0.1970,0.5059
mp-1227984,846,0,0,0,1.2929,0.0113
mp-556541,315,1,1,0,1.5525,0.0000
mp-2241507,732,1,1,1,0.8101,0.2864
mp-1234664,1687,2,1,1,0.0000,0.1126
mp-645655,1322,1,1,0,1.0701,0.0000
mp-1203440,77,1,1,0,4.2073,0.0000
mp-568392,1649,1,1,0,0.8722,0.0000
mp-2218594,597,1,1,1,0.5906,0.1822
mp-2240084,381,2,1,1,0.0000,0.2803
mp-769601,147,1,1,0,1.4013,0.0562
mp-1220146,836,2,1,0,0.0000,0.0000
mp-556040,415,0,0,0,4.7193,0.0000
mp-557570,1350,1,1,0,3.0984,0.0000
mp-2217837,210,1,1,1,0.6807,0.4120
mp-1045601,1021,0,0,1,2.3164,0.1623
mp-1214856,443,1,1,0,2.4413,0.0853
mp-1209341,649,1,1,0,2.7479,0.0022
mp-1078379,657,1,1,1,0.2637,0.2748
mp-28175,1130,1,1,0,1.7002,0.0000
mp-1105941,986,0,0,0,2.4336,0.0347
mp-13551,1355,1,1,0,3.2415,0.0000
mp-583476,873,1,1,0,0.4354,0.0000
mp-570693,1159,1,1,1,1.6952,0.1758
mp-1048596,1035,0,0,0,2.5557,0.0648
mp-559037,761,1,1,0,0.5826,0.0000
mp-1235324,1545,1,1,0,0.1027,0.0358
mp-1048178,993,1,1,1,0.5571,0.2784
mp-555408,196,0,0,1,2.0126,0.1996
mp-1222350,57,1,1,0,5.9657,0.0112
mp-554805,1065,1,1,0,3.4263,0.0000
mp-1233587,1534,1,1,1,0.0213,0.1054
mp-558490,1011,1,1,0,4.0860,0.0000
mp-559447,958,0,0,0,2.7821,0.0000
mp-541868,1490,1,1,0,0.0528,0.0014
mp-1219275,1058,1,1,0,1.2869,0.0000
mp-1198395,1727,1,1,1,0.0454,0.4707
mp-1192488,1454,1,1,1,0.0045,0.1977
mp-637112,202,1,1,1,1.8307,0.1855
mp-31077,1750,1,1,0,1.6844,0.0000
mp-603276,243,2,1,0,0.0000,0.0066
mp-1198669,1604,0,0,0,0.0537,0.0000
mp-561647,1358,1,1,0,5.0319,0.0000
mp-2218333,595,1,1,1,0.1396,0.2043
mp-1210046,302,1,1,0,2.6929,0.0262
mp-1207264,6,2,1,1,0.0000,1.7294
mp-29408,1259,1,1,0,2.1939,0.0173
mp-669474,1364,1,1,0,3.1862,0.0103
mp-28985,1170,1,1,0,2.0148,0.0000
mp-30096,1572,1,1,0,1.2797,0.0006
mp-662513,1448,2,1,0,0.0000,0.0217
mp-645663,1265,1,1,0,1.4869,0.0000
mp-985591,676,1,1,0,2.1394,0.0505
mp-1202255,931,0,0,0,1.1750,0.0012
mp-1323771,166,1,1,1,0.0512,3.0918
mp-541093,252,1,1,0,2.3509,0.0000
mp-23376,1258,0,0,0,2.2203,0.0237
mp-680334,714,1,1,0,2.1637,0.0000
mp-685999,767,2,1,1,0.0000,0.2730
mp-557010,279,1,1,1,2.1950,0.3012
mp-1342613,241,2,1,1,0.0000,5.3169
mp-1198792,1662,1,1,0,0.5302,0.0595
mp-29589,1248,2,1,0,0.0000,0.0000
mp-1212164,927,1,1,0,1.9752,0.0000
mp-1223524,819,1,1,0,0.3400,0.0013
mp-1040451,376,1,1,0,2.3936,0.0353
mp-558516,1009,1,1,0,4.3368,0.0000
mp-560423,516,1,1,0,4.6462,0.0000
mp-560673,134,1,1,0,6.1633,0.0000
mp-1212974,778,1,1,1,1.1142,0.3235
mp-623087,1678,1,1,0,1.1924,0.0066
mp-1217490,1698,0,0,0,0.3609,0.0729
mp-560578,1361,1,1,0,3.3979,0.0000
mp-29599,750,0,0,0,1.3351,0.0000
mp-558368,309,1,1,0,0.7834,0.0098
mp-1208893,866,1,1,0,0.2026,0.0783
mp-669348,1405,0,0,0,2.2165,0.0032
mp-27717,121,1,1,0,2.4626,0.0703
mp-1208488,1764,2,1,1,0.0000,0.3417
mp-1235337,91,2,1,1,0.0000,0.2335
mp-1219891,960,1,1,1,0.0607,1.1424
mp-28242,466,0,0,0,1.7994,0.0157
mp-1209894,793,0,0,0,2.0315,0.0000
mp-27313,877,1,1,0,5.0491,0.0000
mp-1234934,1689,2,1,0,0.0000,0.0822
mp-541628,1335,0,0,0,4.6339,0.0000
mp-554724,815,1,1,0,1.7314,0.0000
mp-1190020,1119,1,1,0,1.1162,0.0074
mp-770642,144,0,0,0,1.7329,0.0843
mp-28938,1406,0,0,0,0.7027,0.0000
mp-1193439,1069,1,1,0,0.3384,0.0240
mp-680417,715,2,1,0,0.0000,0.0202
mp-1191291,736,0,0,1,2.4712,0.9014
mp-1212434,1139,0,0,0,1.0147,0.0000
mp-1210620,880,1,1,0,1.9077,0.0418
mp-1193891,1360,2,1,1,0.0000,0.1775
mp-560703,270,1,1,1,2.0331,0.1324
mp-28633,1457,1,1,0,0.8927,0.0144
mp-559864,661,1,1,0,1.5308,0.0000
mp-1200983,489,0,0,0,2.0921,0.0000
mp-1021490,182,1,1,0,2.6861,0.0438
mp-3992,14,0,0,0,1.2541,0.0000
mp-28372,1152,0,0,0,1.7274,0.0000
mp-1204544,1372,1,1,0,3.2424,0.0214
mp-560021,122,1,1,0,1.4998,0.0000
mp-16742,1341,0,0,0,1.5110,0.0000
mp-1213194,1205,0,0,0,1.0535,0.0865
mp-542131,1659,1,1,0,0.0940,0.0724
mp-23119,1054,2,1,0,0.0000,0.0079
mp-2646928,841,1,1,1,0.1231,0.1344
mp-557470,214,2,1,0,0.0000,0.0000
mp-572313,1622,2,1,0,0.0000,0.0136
mp-769603,126,1,1,0,1.2039,0.0479
mp-559814,840,0,0,0,2.7011,0.0000
mp-1196410,1087,0,0,0,0.0682,0.0163
mp-1233675,1535,2,1,1,0.0000,0.1144
mp-1201123,576,1,1,1,1.7797,0.5303
mp-559765,463,1,1,0,2.6937,0.0515
mp-541756,1449,2,1,0,0.0000,0.0126
mp-1045028,995,1,1,1,0.6045,0.6349
mp-1217378,1430,1,1,0,2.0877,0.0000
mp-950995,818,0,0,0,2.5333,0.0021
mp-671888,1174,1,1,0,0.7896,0.0193
mp-1046747,165,1,1,1,0.2898,0.3790
mp-1209495,1236,2,1,0,0.0000,0.0471
mp-1018731,788,0,0,0,2.7206,0.0000
mp-561326,917,1,1,0,3.9164,0.0016
mp-1235582,1114,1,1,0,0.0459,0.0496
mp-1180598,1672,1,1,1,0.0406,0.5672
mp-1223737,1163,1,1,1,0.1799,0.2844
mp-12444,33,0,0,0,1.5126,0.0000
mp-1209893,636,2,1,0,0.0000,0.0259
mp-1211176,817,0,0,0,1.5998,0.0054
mp-1203746,250,1,1,1,2.5478,0.2850
mp-639138,1012,2,1,0,0.0000,0.0000
mp-1014204,390,0,0,0,0.8334,0.0387
mp-675194,1767,1,1,1,0.1656,0.3486
mp-1235095,1542,1,1,0,0.1990,0.0493
mp-1217461,1735,1,1,1,0.7676,0.2162
mp-1213361,1551,1,1,0,1.9778,0.0075
mp-622197,217,1,1,0,2.1952,0.0000
mp-1211464,792,0,0,0,2.1752,0.0000
mp-556060,1613,1,1,0,0.3427,0.0956
mp-1203568,403,1,1,0,1.8109,0.0000
mp-23635,1085,1,1,0,1.4347,0.0000
mp-1204819,160,1,1,1,2.0034,0.1535
mp-1234712,237,1,1,1,0.3839,0.1783
mp-693393,78,0,0,0,4.6104,0.0232
mp-720360,120,1,1,0,5.1477,0.0060
mp-1195865,1523,1,1,0,1.4548,0.0000
mp-674981,791,1,1,0,0.2624,0.0772
mp-1205467,1392,0,0,0,1.2372,0.0341
mp-1197298,361,1,1,0,2.2937,0.0000
mp-551403,100,1,1,0,1.8181,0.0264
mp-1045584,1014,1,1,1,0.6001,0.4555
mp-1212165,969,2,1,1,0.0000,0.7828
mp-1209072,1199,1,1,0,1.4378,0.0000
mp-1215129,360,2,1,1,0.0000,0.6902
mp-1207254,4,2,1,1,0.0000,1.9850
mp-1214921,896,1,1,0,2.5724,0.0000
mp-572970,467,0,0,0,1.9445,0.0013
mp-1194754,912,1,1,0,1.3484,0.0000
mp-1235206,92,1,1,1,1.0342,0.1887
mp-27199,1200,1,1,0,0.6303,0.0000
mp-623135,1460,1,1,0,1.3962,0.0285
mp-9195,894,0,0,0,1.4265,0.0000
mp-1013750,184,0,0,0,2.5945,0.0446
mp-1194517,911,0,0,0,2.6633,0.0068
mp-1192577,1086,1,1,0,1.3914,0.0000
mp-680698,795,2,1,0,0.0000,0.0360
mp-556837,191,1,1,0,2.7650,0.0000
mp-23657,74,1,1,0,4.7742,0.0000
mp-558288,273,0,0,0,3.4985,0.0379
mp-721012,458,1,1,0,5.0397,0.0153
mp-1225708,125,0,0,0,1.7451,0.0487
mp-42163,430,1,1,0,4.4998,0.0283
mp-1212718,1606,1,1,0,1.3147,0.0000
mp-28291,256,1,1,0,4.9705,0.0000
mp-1205460,1226,1,1,1,0.7927,0.1645
mp-679967,1235,1,1,0,1.2212,0.0035
mp-1207395,745,0,0,0,1.8586,0.0000
mp-555012,341,1,1,0,1.2950,0.0512
mp-1197776,285,1,1,0,3.0463,0.0538
mp-1214805,814,1,1,0,1.8295,0.0066
mp-557464,1162,1,1,0,2.4435,0.0328
mp-560901,298,1,1,0,0.9647,0.0000
mp-1193756,1570,1,1,0,1.4044,0.0477
mp-555343,1227,1,1,0,2.8709,0.0000
mp-27527,1714,2,1,0,0.0000,0.0000
mp-653579,300,1,1,0,1.6748,0.0000
mp-554952,1468,0,0,0,2.5594,0.0000
mp-6384,24,1,1,0,4.1099,0.0118
mp-567437,1049,1,1,0,1.3609,0.0000
mp-607785,1184,0,0,0,3.1133,0.0000
mp-1228808,1172,0,0,0,1.1266,0.0055
mp-554163,1055,2,1,0,0.0000,0.0000
mp-532575,140,1,1,0,5.2445,0.0020
mp-555074,673,1,1,0,1.5415,0.0017
mp-1103194,640,1,1,0,1.7634,0.0020
mp-1198976,340,0,0,0,3.1691,0.0000
mp-554818,1378,1,1,0,3.1053,0.0000
mp-560639,198,1,1,0,2.6548,0.0012
mp-560523,669,1,1,0,2.5520,0.0000
mp-1203263,526,1,1,1,1.3868,0.3550
mp-561392,35,1,1,0,2.7210,0.0000
mp-1225999,1068,1,1,0,2.2057,0.0141
mp-4648,1332,0,0,0,5.2046,0.0000
mp-585964,586,1,1,1,1.8447,0.1512
mp-1202691,1300,1,1,0,1.1734,0.0354
mp-2229527,504,2,1,1,0.0000,0.3931
mp-1225472,512,1,1,0,2.9482,0.0000
mp-650524,286,1,1,1,1.6989,0.1406
mp-554882,1481,1,1,0,0.6082,0.0000
mp-556246,325,0,0,0,2.6154,0.0000
mp-560601,433,1,1,0,0.7310,0.0000
mp-555641,1527,1,1,0,1.1900,0.0078
mp-28458,1286,0,0,0,2.3090,0.0000
mp-562836,1026,1,1,0,2.7367,0.0021
mp-7744,27,0,0,0,5.7916,0.0000
mp-566296,492,0,0,1,1.6015,0.2596
mp-1188875,1739,0,0,0,0.9892,0.0529
mp-667742,963,0,0,1,0.0446,0.1497
mp-570321,1203,1,1,0,1.1103,0.0009
mp-569026,1312,2,1,1,0.0000,0.3558
mp-1196951,1623,1,1,0,1.2014,0.0000
mp-680015,1257,0,0,0,1.3216,0.0000
mp-573751,1403,1,1,0,3.3025,0.0000
mp-505088,1709,0,0,0,0.5477,0.0000
mp-3931,15,0,0,0,1.2297,0.0000
mp-558254,169,1,1,1,1.9200,0.2686
mp-1023371,179,2,1,1,0.0000,2.8154
mp-560107,207,1,1,0,2.4223,0.0458
mp-550437,1471,1,1,1,0.3767,0.1151
mp-558122,321,1,1,0,1.9163,0.0000
mp-1235291,1113,2,1,0,0.0000,0.0462
mp-555255,168,1,1,1,2.2156,0.1002
mp-1210484,329,2,1,0,0.0000,0.0857
mp-541204,258,1,1,1,2.2041,0.1068
mp-1196459,1264,0,0,0,1.8019,0.0000
mp-1197719,695,1,1,0,2.2876,0.0000
mp-1199269,104,1,1,0,5.4444,0.0904
mp-1195181,1064,0,0,0,2.4618,0.0000
mp-677013,351,1,1,0,4.1483,0.0006
mp-1223105,60,2,1,0,0.0000,0.0132
mp-559963,498,0,0,0,2.1196,0.0401
mp-540924,1737,1,1,0,0.4578,0.0000
mp-554285,155,1,1,0,4.9473,0.0008
mp-570961,1293,1,1,0,1.2705,0.0451
mp-571250,1124,0,0,0,1.9078,0.0000
mp-28192,520,1,1,0,1.7772,0.0000
mp-554289,201,1,1,1,0.5875,0.1838
mp-942702,72,1,1,0,4.1107,0.0124
mp-1199926,128,2,1,0,0.0000,0.0000
mp-23505,1670,1,1,0,1.9579,0.0232
mp-650674,961,0,0,0,1.4762,0.0000
mp-561564,1520,1,1,0,2.3649,0.0181
