material_id,row_index,raw_gt,merged_gt,eh_class,bandgap,ehull
mp-1212434,1139,0,0,0,1.0147,0.0000
mp-559071,405,1,1,0,1.6368,0.0050
mp-557805,660,0,0,0,0.7358,0.0001
mp-1079264,699,1,1,0,1.4107,0.0008
mp-1188245,612,2,1,1,0.0000,1.1673
mp-23324,653,1,1,0,2.0320,0.0000
mp-1223434,737,1,1,0,0.4332,0.0107
mp-1217517,1595,0,0,0,0.1323,0.0768
mp-541093,252,1,1,0,2.3509,0.0000
mp-1227984,846,0,0,0,1.2929,0.0113
mp-28671,1658,1,1,0,1.1062,0.0000
mp-1147671,295,2,1,0,0.0000,0.0668
mp-1233782,1536,2,1,0,0.0000,0.0858
mp-554063,1004,1,1,0,4.4293,0.0000
mp-568778,1609,1,1,0,0.8012,0.0000
mp-559061,509,1,1,0,2.2126,0.0325
mp-555217,957,1,1,0,3.7411,0.0000
mp-1189154,62,1,1,0,4.2143,0.0049
mp-2234083,500,1,1,1,1.1116,0.2411
mp-2241507,732,1,1,1,0.8101,0.2864
mp-1173612,1579,0,0,0,2.6893,0.0000
mp-561174,1557,2,1,0,0.0000,0.0016
mp-1211937,759,1,1,0,0.5802,0.0051
mp-28037,704,0,0,0,0.9875,0.0000
mp-622195,36,0,0,0,5.1645,0.0000
mp-1223145,410,0,0,0,2.7466,0.0140
mp-557792,559,1,1,0,3.2563,0.0000
mp-1194736,156,0,0,0,1.7777,0.0000
mp-680058,1759,1,1,0,1.7538,0.0000
mp-645953,1567,1,1,0,0.0215,0.0136
mp-1214970,717,1,1,0,0.5586,0.0143
mp-560840,487,1,1,1,2.0362,0.2278
mp-1213361,1551,1,1,0,1.9778,0.0075
mp-1233394,1686,1,1,0,0.9381,0.0929
mp-676121,766,1,1,0,0.3739,0.0739
mp-622262,1647,1,1,0,1.1825,0.0428
mp-1227641,1654,1,1,0,1.0231,0.0372
mp-558466,189,1,1,0,2.5087,0.0000
mp-532575,140,1,1,0,5.2445,0.0020
mp-557606,956,1,1,0,1.8713,0.0392
mp-541335,274,1,1,1,2.2799,0.1120
mp-542180,1730,1,1,0,1.0334,0.0000
mp-1188957,1644,1,1,0,1.1540,0.0540
mp-1189737,461,1,1,1,0.0294,0.6772
mp-558984,1352,1,1,0,3.7146,0.0000
mp-1223363,48,0,0,0,4.1568,0.0241
mp-1209318,1395,1,1,0,2.2268,0.0720
mp-1229204,435,0,0,0,0.8687,0.0070
mp-554818,1378,1,1,0,3.1053,0.0000
mp-1224731,236,1,1,1,1.5214,0.1000
mp-23587,1003,1,1,0,4.3572,0.0000
mp-1219046,853,0,0,0,1.0658,0.0559
mp-773980,1462,1,1,0,1.2266,0.0329
mp-569684,1451,0,0,0,3.0775,0.0000
mp-769377,123,0,0,0,1.8907,0.0584
mp-1236160,1116,2,1,0,0.0000,0.0561
mp-1018818,1401,0,0,0,0.4133,0.0001
mp-560084,281,1,1,1,3.0622,0.1952
mp-1046747,165,1,1,1,0.2898,0.3790
mp-1196151,537,1,1,0,1.4549,0.0000
mp-27938,856,0,0,0,1.7784,0.0000
mp-989544,918,2,1,0,0.0000,0.0000
mp-1212521,632,1,1,0,1.6455,0.0846
mp-2912506,773,0,0,1,1.3709,0.1484
mp-29843,1158,1,1,0,1.1039,0.0043
mp-555088,743,1,1,0,2.8096,0.0189
mp-557101,858,0,0,0,1.7979,0.0000
mp-554353,529,1,1,1,1.4847,0.2978
mp-558360,479,1,1,0,2.2534,0.0000
mp-557236,278,1,1,0,1.4407,0.0000
mp-560673,134,1,1,0,6.1633,0.0000
mp-569052,1285,1,1,0,1.3964,0.0161
mp-631398,1413,2,1,1,0.0000,1.0971
mp-1193453,1679,1,1,0,1.3070,0.0493
mp-23488,1273,0,0,0,0.7102,0.0000
mp-2647159,843,2,1,1,0.0000,0.1347
mp-12621,1327,0,0,0,0.4181,0.0713
mp-31036,1600,1,1,0,0.7461,0.0000
mp-41092,238,1,1,0,4.0322,0.0305
mp-1200783,573,1,1,1,1.7539,0.5651
mp-1206395,385,1,1,1,2.1340,0.6175
mp-569109,1291,1,1,0,0.7160,0.0058
mp-1194695,1383,1,1,1,2.3970,0.1779
mp-1202357,1223,1,1,0,1.4231,0.0000
mp-18838,131,1,1,0,1.5234,0.0000
mp-1195337,1262,0,0,0,1.6510,0.0805
mp-1196451,626,0,0,0,2.0643,0.0000
mp-1198669,1604,0,0,0,0.0537,0.0000
mp-1188722,1522,2,1,1,0.0000,0.1926
mp-1369435,171,2,1,0,0.0000,0.0687
mp-1203902,283,0,0,1,1.9483,0.2059
mp-1192566,1028,1,1,0,1.5448,0.0047
mp-581449,1450,1,1,0,0.9304,0.0026
mp-565597,851,0,0,0,1.6260,0.0000
mp-567556,1221,1,1,0,1.1429,0.0012
mp-680161,1594,2,1,0,0.0000,0.0000
mp-556246,325,0,0,0,2.6154,0.0000
mp-1206897,924,2,1,1,0.0000,1.9195
mp-558189,784,1,1,1,0.6243,0.1164
mp-556414,1073,1,1,0,4.3242,0.0000
mp-2228916,507,2,1,1,0.0000,0.3909
mp-769600,221,1,1,0,1.1574,0.0553
mp-608398,565,1,1,0,1.8326,0.0937
mp-554788,253,0,0,1,2.9961,0.3000
mp-1213194,1205,0,0,0,1.0535,0.0865
mp-558504,1440,1,1,0,3.7930,0.0033
mp-27830,1132,1,1,0,2.7509,0.0000
mp-1195713,682,1,1,0,0.4962,0.0119
mp-31077,1750,1,1,0,1.6844,0.0000
mp-550944,939,2,1,0,0.0000,0.0103
mp-1101132,1702,2,1,0,0.0000,0.0948
mp-696195,874,0,0,0,2.1589,0.0124
mp-28103,611,1,1,0,0.4958,0.0137
mp-1211928,365,2,1,1,0.0000,0.2466
mp-1204736,1118,1,1,1,0.3869,0.3010
mp-1207211,824,1,1,1,1.5577,0.5770
mp-29450,1275,1,1,1,1.2273,0.1256
mp-570817,1310,1,1,0,1.4117,0.0000
mp-1104411,599,1,1,0,2.7814,0.0000
mp-1236687,96,1,1,1,1.0017,0.1966
mp-557946,1060,1,1,0,0.0065,0.0176
mp-21356,893,1,1,0,0.0305,0.0000
mp-21354,34,1,1,0,0.0733,0.0077
mp-1229155,457,1,1,0,1.5994,0.0000
mp-9405,906,1,1,0,3.6512,0.0069
mp-646605,1505,1,1,0,3.1308,0.0000
mp-1013726,180,0,0,0,2.1914,0.0266
mp-2232096,110,0,0,0,3.8031,0.0539
mp-1189153,429,1,1,1,0.2035,0.4578
mp-1191673,138,1,1,0,5.7662,0.0000
mp-623087,1678,1,1,0,1.1924,0.0066
mp-572902,434,0,0,0,0.1059,0.0271
mp-1208488,1764,2,1,1,0.0000,0.3417
mp-554706,897,1,1,0,3.7178,0.0000
mp-1205332,1645,1,1,0,1.1601,0.0637
mp-1197752,1147,2,1,1,0.0000,0.3447
mp-1227670,1746,0,0,0,1.4188,0.0336
mp-1213819,990,2,1,1,0.0000,0.7232
mp-23514,798,1,1,0,1.8669,0.0028
mp-23146,357,1,1,0,4.3633,0.0000
mp-1209641,948,0,0,0,1.3800,0.0604
mp-865182,471,1,1,0,1.7563,0.0000
mp-559864,661,1,1,0,1.5308,0.0000
mp-3992,14,0,0,0,1.2541,0.0000
mp-504937,1153,1,1,0,1.1943,0.0061
mp-1234074,1656,1,1,1,0.4121,0.1445
mp-973217,799,1,1,0,1.5064,0.0200
mp-1179999,87,1,1,0,1.2446,0.0365
mp-1228808,1172,0,0,0,1.1266,0.0055
mp-1097034,375,1,1,0,2.3724,0.0355
mp-556341,747,1,1,0,1.4006,0.0000
mp-557399,68,1,1,0,3.8899,0.0073
mp-23090,804,1,1,0,2.5070,0.0000
mp-628637,1215,2,1,0,0.0000,0.0000
mp-541667,1219,1,1,0,0.9901,0.0004
mp-1206872,1284,0,0,1,0.0762,2.9642
mp-28608,1716,1,1,0,1.2591,0.0000
mp-2230365,623,1,1,1,0.6648,0.1278
mp-1225346,178,0,0,0,3.6131,0.0063
mp-1203316,1573,1,1,0,1.3777,0.0009
mp-23383,1669,1,1,0,2.0509,0.0008
mp-1216939,1343,1,1,0,2.7386,0.0000
mp-648469,615,1,1,0,1.8468,0.0720
mp-29420,1129,0,0,0,1.3426,0.0000
mp-672253,336,1,1,0,0.5616,0.0238
mp-23652,380,0,0,0,1.8506,0.0142
mp-1221809,1675,1,1,1,0.6776,0.4476
mp-561582,729,1,1,0,1.2761,0.0000
mp-1233587,1534,1,1,1,0.0213,0.1054
mp-28575,552,1,1,0,0.6399,0.0000
mp-556910,346,1,1,0,2.6328,0.0000
mp-1202377,1626,1,1,0,2.8298,0.0000
mp-1220058,50,1,1,1,0.0153,1.3512
mp-10086,9,0,0,0,1.3132,0.0000
mp-22963,1665,1,1,0,2.3360,0.0000
mp-726564,409,2,1,1,0.0000,0.3537
mp-556179,326,1,1,0,2.7409,0.0000
mp-561998,1075,1,1,0,2.1714,0.0000
mp-560423,516,1,1,0,4.6462,0.0000
mp-541750,106,1,1,0,5.5362,0.0773
mp-581488,292,1,1,0,1.4924,0.0432
mp-1224553,421,1,1,0,0.0467,0.0095
mp-1211900,772,0,0,1,1.0356,0.1631
mp-540957,1753,1,1,0,1.3877,0.0000
mp-22998,645,2,1,0,0.0000,0.0000
mp-573078,536,1,1,0,2.2845,0.0275
mp-567956,1140,0,0,0,1.6410,0.0870
mp-28372,1152,0,0,0,1.7274,0.0000
mp-555967,539,1,1,0,1.8505,0.0079
mp-540615,1151,1,1,0,1.0202,0.0000
mp-1223994,1206,1,1,0,0.2181,0.0282
mp-1195590,118,0,0,0,1.4180,0.0000
mp-555629,1356,1,1,0,3.7741,0.0000
mp-640341,468,1,1,0,1.6862,0.0000
mp-1207269,7,2,1,1,0.0000,1.9934
mp-1203609,484,1,1,1,0.4962,0.2372
mp-561307,299,1,1,0,2.7618,0.0000
mp-1224301,725,2,1,1,0.0000,0.1156
mp-1207375,643,1,1,1,0.0295,1.9483
mp-1193300,332,1,1,0,2.3960,0.0000
mp-1021492,183,0,0,0,0.7836,0.0277
mp-1233548,1533,2,1,0,0.0000,0.0973
mp-1193652,1466,1,1,0,2.1542,0.0000
mp-2240954,731,1,1,1,0.6305,0.2838
mp-1224250,389,0,0,0,0.5971,0.0763
mp-558849,348,1,1,0,1.9160,0.0120
mp-29956,829,1,1,0,1.3129,0.0000
mp-557470,214,2,1,0,0.0000,0.0000
mp-1048178,993,1,1,1,0.5571,0.2784
mp-29178,1329,1,1,0,4.6038,0.0000
mp-1235324,1545,1,1,0,0.1027,0.0358
mp-1233629,1100,1,1,1,0.9049,0.1116
mp-677013,351,1,1,0,4.1483,0.0006
mp-29567,1190,1,1,0,0.8486,0.0000
mp-650524,286,1,1,1,1.6989,0.1406
mp-1048385,1038,0,0,0,1.8113,0.0472
mp-985592,333,0,0,0,2.2955,0.0829
mp-1198427,432,1,1,1,0.5038,1.2056
mp-541158,870,1,1,0,0.5787,0.0000
mp-665901,1461,2,1,1,0.0000,0.8201
mp-562836,1026,1,1,0,2.7367,0.0021
mp-1194517,911,0,0,0,2.6633,0.0068
mp-23144,1059,1,1,0,1.5063,0.0016
mp-559805,1434,1,1,0,3.8573,0.0000
mp-23386,828,0,0,0,1.6389,0.0000
mp-1224181,1302,0,0,0,0.1767,0.0289
mp-1213068,1294,1,1,0,1.0381,0.0583
mp-1223909,1728,0,0,0,0.4591,0.0240
mp-1200510,1590,1,1,0,1.4978,0.0000
mp-1233439,1532,2,1,0,0.0000,0.0674
mp-1228296,589,0,0,0,2.6061,0.0000
mp-561299,368,1,1,0,1.8290,0.0106
mp-2229658,738,1,1,1,0.6042,0.3680
mp-560517,560,1,1,0,2.6561,0.0208
mp-675345,436,1,1,0,1.4488,0.0638
mp-1204740,1362,1,1,1,1.4780,0.1399
mp-28038,1642,1,1,0,0.5947,0.0000
mp-1199575,1638,1,1,0,0.4324,0.0000
mp-1205627,1304,1,1,0,0.9593,0.0000
mp-556418,452,1,1,0,3.9643,0.0000
mp-1213818,651,2,1,0,0.0000,0.0272
mp-29955,1306,1,1,0,1.2970,0.0000
mp-28633,1457,1,1,0,0.8927,0.0144
mp-581370,1042,1,1,0,0.2385,0.0012
mp-703875,656,1,1,0,2.6796,0.0110
mp-1181100,441,1,1,1,0.4761,0.4272
mp-1147535,397,2,1,1,0.0000,0.3640
mp-1198077,1496,0,0,0,1.1293,0.0444
mp-669328,1660,1,1,1,1.2721,0.1605
mp-555688,444,1,1,1,0.8792,0.2335
mp-866713,502,1,1,0,2.3274,0.0000
mp-559307,854,1,1,0,1.6135,0.0059
mp-556999,901,1,1,0,4.3039,0.0023
mp-1226394,1207,2,1,0,0.0000,0.0614
mp-1204134,249,0,0,0,2.2503,0.0284
mp-570873,1752,1,1,0,0.7654,0.0896
mp-1219630,1244,0,0,0,1.6949,0.0000
mp-669564,724,1,1,0,1.6143,0.0057
mp-557016,540,1,1,0,2.2644,0.0069
mp-31075,1216,1,1,0,1.3272,0.0000
mp-1045114,1022,1,1,1,1.3073,0.3908
mp-1234934,1689,2,1,0,0.0000,0.0822
mp-557285,1596,1,1,0,2.8672,0.0000
mp-1215129,360,2,1,1,0.0000,0.6902
mp-549237,101,1,1,0,1.4677,0.0415
mp-1195449,1701,0,0,0,3.1077,0.0000
mp-554511,590,1,1,0,1.5236,0.0157
mp-23567,337,1,1,0,0.5700,0.0132
mp-662789,257,0,0,0,2.0842,0.0868
mp-557006,146,1,1,0,4.4339,0.0000
mp-1219635,1066,1,1,0,2.2064,0.0137
mp-555056,572,0,0,1,1.6653,0.1244
mp-669378,671,1,1,0,0.0883,0.0000
mp-677510,69,1,1,1,0.8786,0.6050
mp-1199238,1700,1,1,0,0.0040,0.0478
mp-1234529,1657,1,1,1,0.5878,0.1993
mp-22996,1287,1,1,0,1.3811,0.0000
mp-28051,1703,1,1,0,0.8429,0.0034
mp-683899,1229,1,1,0,1.5045,0.0000
mp-1179755,857,0,0,1,0.3027,0.1588
mp-772534,303,1,1,0,2.5588,0.0196
mp-1192395,1475,1,1,0,3.0056,0.0000
mp-679669,359,1,1,0,1.9293,0.0767
mp-1216106,172,0,0,0,3.5401,0.0092
mp-1194909,1095,1,1,0,1.1220,0.0000
mp-1194579,910,0,0,0,2.8498,0.0000
mp-1233665,232,1,1,1,2.7551,0.1461
mp-1197646,1628,0,0,0,3.0197,0.0000
mp-560057,1183,0,0,0,1.1869,0.0669
mp-1200466,222,1,1,1,0.0423,0.2567
mp-559195,1025,1,1,0,2.6978,0.0000
mp-651409,1452,0,0,1,1.8850,0.1297
mp-27379,1330,1,1,1,2.1908,0.1119
mp-1181832,800,2,1,1,0.0000,0.1063
mp-1220263,234,0,0,0,2.6690,0.0266
mp-1199992,1517,0,0,0,2.3912,0.0000
mp-699570,1529,1,1,1,0.7846,0.1713
mp-571250,1124,0,0,0,1.9078,0.0000
mp-1202255,931,0,0,0,1.1750,0.0012
mp-559332,1724,1,1,0,2.3576,0.0073
mp-1226154,1592,2,1,0,0.0000,0.0183
mp-989517,567,2,1,0,0.0000,0.0644
mp-1229171,677,1,1,0,0.5861,0.0811
mp-1195181,1064,0,0,0,2.4618,0.0000
mp-1229151,655,1,1,0,0.5666,0.0653
mp-27199,1200,1,1,0,0.6303,0.0000
mp-27578,181,1,1,0,1.2407,0.0000
mp-559379,1433,1,1,0,3.1556,0.0000
mp-556362,1007,1,1,0,3.6197,0.0071
mp-571169,1204,1,1,0,1.2945,0.0178
mp-1206068,658,1,1,0,1.6270,0.0027
mp-1201424,1616,1,1,0,1.0909,0.0000
mp-1196906,379,1,1,1,0.6526,1.0998
mp-1209082,1077,1,1,0,4.3130,0.0000
mp-567720,1209,1,1,0,0.4656,0.0097
mp-1204878,1313,1,1,0,0.1289,0.0000
mp-675987,822,2,1,1,0.0000,0.1832
mp-554294,135,1,1,0,5.0262,0.0250
mp-1208658,538,1,1,0,1.7349,0.0022
mp-721815,628,2,1,0,0.0000,0.0878
mp-29689,1757,1,1,0,0.5137,0.0000
mp-556551,1008,1,1,0,2.9930,0.0000
mp-556094,418,0,0,0,1.0752,0.0000
mp-1223737,1163,1,1,1,0.1799,0.2844
mp-649177,1385,1,1,0,2.1693,0.0265
mp-979414,478,1,1,0,1.9830,0.0044
mp-1195065,884,0,0,0,2.1005,0.0221
mp-568603,971,1,1,0,0.8961,0.0247
mp-1234500,1109,1,1,0,0.4971,0.0419
mp-1214871,1607,0,0,1,1.8972,0.1551
mp-569687,992,1,1,0,0.6295,0.0027
mp-1196410,1087,0,0,0,0.0682,0.0163
mp-1197810,310,1,1,0,1.9469,0.0000
mp-557161,154,0,0,1,1.2306,0.1462
mp-1147584,802,2,1,1,0.0000,0.5532
mp-1219205,175,0,0,0,3.5041,0.0008
mp-1147540,705,2,1,1,0.0000,0.2801
mp-1205307,472,1,1,0,1.8865,0.0059
mp-570544,1181,1,1,0,2.8159,0.0000
mp-561328,914,1,1,0,2.6001,0.0000
mp-540924,1737,1,1,0,0.4578,0.0000
mp-1191290,508,1,1,1,2.7911,0.8974
mp-1013939,22,2,1,1,0.0000,0.1905
mp-555527,667,0,0,0,2.6145,0.0000
mp-17769,55,1,1,0,5.8517,0.0069
mp-1198395,1727,1,1,1,0.0454,0.4707
mp-540792,703,1,1,0,2.4518,0.0000
mp-1105952,61,1,1,0,4.1937,0.0000
mp-1194789,1261,1,1,0,1.4534,0.0948
mp-1202647,683,1,1,0,1.8641,0.0000
mp-671913,1091,1,1,1,1.0987,0.1665
mp-679999,1157,0,0,0,1.5553,0.0000
mp-638705,548,1,1,1,1.3164,0.2374
mp-1201155,1053,2,1,0,0.0000,0.0000
mp-2232217,98,1,1,0,3.6246,0.0919
mp-559895,1619,1,1,0,0.5857,0.0034
mp-643203,1127,2,1,0,0.0000,0.0089
mp-557531,86,0,0,0,3.7964,0.0000
mp-610491,980,1,1,0,1.8404,0.0000
mp-1205421,555,0,0,0,3.3005,0.0000
mp-2932665,200,1,1,0,0.4967,0.0000
mp-1215087,845,0,0,1,0.2800,1.1209
mp-17921,920,1,1,0,4.5144,0.0000
mp-1235050,1110,2,1,0,0.0000,0.0473
mp-556693,1169,1,1,0,1.0677,0.0490
mp-1235409,1690,1,1,0,0.2835,0.0464
mp-1202858,425,0,0,0,2.1278,0.0000
mp-27246,644,0,0,0,2.9943,0.0000
mp-29234,1707,0,0,0,1.7076,0.0000
mp-1188137,691,2,1,1,0.0000,0.3000
mp-23096,1001,1,1,0,4.3364,0.0000
mp-1225073,1587,1,1,0,1.4202,0.0000
mp-662556,1653,1,1,0,1.9421,0.0000
mp-554459,685,1,1,0,1.3802,0.0000
mp-942701,71,2,1,0,0.0000,0.0073
mp-6384,24,1,1,0,4.1099,0.0118
mp-1208844,630,1,1,0,2.9463,0.0000
mp-583476,873,1,1,0,0.4354,0.0000
mp-1266944,1018,1,1,1,0.1970,0.5059
mp-569902,1122,1,1,1,1.8425,0.1588
mp-1201961,1598,1,1,0,0.8944,0.0000
mp-1235024,1541,2,1,0,0.0000,0.0399
mp-3931,15,0,0,0,1.2297,0.0000
mp-1235827,115,1,1,1,0.8359,0.2449
mp-2228512,1639,2,1,0,0.0000,0.0937
mp-570125,1643,1,1,0,1.8821,0.0000
mp-756473,477,1,1,0,1.9497,0.0038
mp-1264957,1023,1,1,1,1.8001,0.2032
mp-2241078,496,1,1,1,0.8791,0.2526
mp-27833,1416,1,1,0,2.5741,0.0000
mp-557746,1063,0,0,0,4.1240,0.0000
mp-674324,757,1,1,1,2.0136,0.1110
mp-989388,46,2,1,1,0.0000,0.4716
mp-13339,1340,1,1,0,0.7291,0.0095
mp-29051,465,0,0,0,1.2552,0.0000
mp-557049,344,1,1,0,1.6373,0.0075
mp-2217903,495,1,1,1,0.9003,0.2306
mp-2229527,504,2,1,1,0.0000,0.3931
mp-582657,1744,1,1,0,0.3963,0.0000
mp-979264,1562,1,1,0,1.0896,0.0000
mp-560589,226,0,0,1,2.2159,0.1040
mp-557791,275,1,1,1,1.2491,0.1236
mp-22995,768,1,1,0,0.5478,0.0668
mp-1235589,1437,1,1,1,0.5885,0.2085
mp-562912,1495,1,1,0,2.2763,0.0000
mp-3632,21,1,1,0,2.5593,0.0265
mp-556705,197,1,1,0,3.7948,0.0000
mp-1236376,1694,1,1,0,0.2446,0.0478
mp-560639,198,1,1,0,2.6548,0.0012
mp-28458,1286,0,0,0,2.3090,0.0000
mp-557635,919,0,0,0,1.5474,0.0553
mp-573274,752,1,1,0,0.0380,0.0000
mp-624200,1191,1,1,0,1.4268,0.0000
mp-31038,973,1,1,0,0.8067,0.0000
mp-1195676,65,1,1,0,0.4309,0.0000
mp-1227702,427,1,1,0,4.2895,0.0301
mp-1235095,1542,1,1,0,0.1990,0.0493
mp-1193210,1308,1,1,0,2.6330,0.0000
mp-1213776,556,0,0,0,0.1448,0.0138
mp-1013750,184,0,0,0,2.5945,0.0446
mp-2355707,1278,0,0,0,0.1055,0.0000
mp-16742,1341,0,0,0,1.5110,0.0000
mp-1219578,52,0,0,0,5.1068,0.0000
mp-1236013,1115,1,1,0,0.1322,0.0445
mp-554279,373,1,1,0,2.7629,0.0000
mp-571177,1618,1,1,0,1.2572,0.0109
mp-559716,543,1,1,1,0.4905,0.1911
mp-1229176,242,1,1,0,3.8372,0.0282
mp-1191663,1580,1,1,1,0.1776,0.1017
mp-570270,1082,1,1,0,0.7559,0.0000
mp-558847,723,1,1,0,1.8744,0.0690
mp-29715,1682,2,1,0,0.0000,0.0114
mp-1245640,744,1,1,0,2.2614,0.0430
mp-557085,445,0,0,1,0.8885,0.2537
mp-572313,1622,2,1,0,0.0000,0.0136
mp-23418,386,1,1,0,1.9398,0.0000
mp-554007,1617,1,1,0,1.8634,0.0118
mp-555833,746,1,1,0,1.7802,0.0000
mp-29097,1652,1,1,0,2.0454,0.0000
mp-555458,865,2,1,0,0.0000,0.0222
mp-560450,254,0,0,0,3.5694,0.0853
mp-1048587,1017,1,1,1,0.3958,0.5273
mp-1220698,362,1,1,0,1.1212,0.0918
mp-1197963,820,0,0,0,2.4325,0.0000
mp-1205361,1740,0,0,0,1.0601,0.0613
mp-17805,953,0,0,0,2.0002,0.0000
mp-554370,563,1,1,0,2.6537,0.0222
mp-561112,1056,0,0,0,4.0939,0.0001
mp-556785,1336,1,1,0,4.8863,0.0000
mp-622294,710,1,1,0,2.2960,0.0917
mp-1199243,311,1,1,0,1.9586,0.0000
mp-561647,1358,1,1,0,5.0319,0.0000
mp-1095595,785,1,1,0,1.6628,0.0025
mp-28518,727,0,0,0,1.8121,0.0044
mp-1205799,823,2,1,1,0.0000,0.1212
mp-1080029,937,2,1,0,0.0000,0.0000
mp-5760,18,0,0,0,1.2363,0.0000
mp-1200464,1497,1,1,0,1.9996,0.0085
mp-23498,1234,1,1,0,0.7364,0.0000
mp-1078562,30,0,0,0,1.2533,0.0072
mp-655834,1210,1,1,1,0.1502,0.1265
mp-1048246,1037,2,1,1,0.0000,0.3148
mp-555090,511,1,1,0,4.6504,0.0091
mp-580748,974,1,1,0,1.1641,0.0000
mp-560180,187,1,1,1,2.5059,0.3528
mp-29236,1599,0,0,0,1.7356,0.0000
mp-1209349,722,2,1,0,0.0000,0.0275
mp-1224043,672,0,0,0,0.9666,0.0085
mp-27866,437,1,1,0,1.4385,0.0000
mp-556728,530,1,1,0,2.3564,0.0000
mp-680421,689,2,1,0,0.0000,0.0000
mp-683967,1574,0,0,0,3.4292,0.0000
mp-554732,112,1,1,0,4.6867,0.0000
mp-27180,633,1,1,0,2.6382,0.0000
mp-680169,218,0,0,0,4.9055,0.0000
mp-1209293,631,1,1,0,2.8424,0.0000
mp-650674,961,0,0,0,1.4762,0.0000
mp-1021490,182,1,1,0,2.6861,0.0438
mp-1207395,745,0,0,0,1.8586,0.0000
mp-22965,1711,1,1,0,1.2325,0.0000
