material_id,row_index,raw_gt,merged_gt,eh_class,bandgap,ehull
mp-555092,367,0,0,1,2.7764,0.1616
mp-2762805,770,1,1,0,0.5914,0.0000
mp-1223909,1728,0,0,0,0.4591,0.0240
mp-1200464,1497,1,1,0,1.9996,0.0085
mp-541877,1410,1,1,0,2.6483,0.0091
mp-558663,1556,1,1,0,0.5422,0.0000
mp-680334,714,1,1,0,2.1637,0.0000
mp-998415,1239,2,1,0,0.0000,0.0363
mp-2218459,596,1,1,1,0.3822,0.1743
mp-1195676,65,1,1,0,0.4309,0.0000
mp-1224032,1721,1,1,0,1.0658,0.0569
mp-1213195,111,1,1,0,4.6564,0.0000
mp-1204459,1526,1,1,0,0.8490,0.0180
mp-1196950,1429,0,0,0,3.2599,0.0078
mp-2241507,732,1,1,1,0.8101,0.2864
mp-1210823,779,1,1,1,1.1589,0.3525
mp-29236,1599,0,0,0,1.7356,0.0000
mp-562762,1079,1,1,0,1.4480,0.0000
mp-1104411,599,1,1,0,2.7814,0.0000
mp-1235201,1546,1,1,0,0.0095,0.0469
mp-1225822,1125,1,1,0,0.0677,0.0000
mp-1201018,153,2,1,0,0.0000,0.0000
mp-28051,1703,1,1,0,0.8429,0.0034
mp-554627,692,0,0,0,0.8184,0.0015
mp-1013750,184,0,0,0,2.5945,0.0446
mp-680211,1144,2,1,0,0.0000,0.0141
mp-556910,346,1,1,0,2.6328,0.0000
mp-1226127,331,1,1,0,0.8113,0.0046
mp-1213818,651,2,1,0,0.0000,0.0272
mp-23514,798,1,1,0,1.8669,0.0028
mp-558979,406,1,1,1,0.8630,0.2712
mp-549237,101,1,1,0,1.4677,0.0415
mp-1197804,690,1,1,0,1.7400,0.0000
mp-1224250,389,0,0,0,0.5971,0.0763
mp-556297,485,0,0,1,1.3014,0.1221
mp-571177,1618,1,1,0,1.2572,0.0109
mp-696195,874,0,0,0,2.1589,0.0124
mp-29355,1333,1,1,0,5.2511,0.0000
mp-554805,1065,1,1,0,3.4263,0.0000
mp-1207331,1281,1,1,1,0.0647,2.9858
mp-554942,1346,1,1,0,1.9198,0.0000
mp-23488,1273,0,0,0,0.7102,0.0000
mp-556060,1613,1,1,0,0.3427,0.0956
mp-1217392,588,1,1,0,2.3490,0.0015
mp-985591,676,1,1,0,2.1394,0.0505
mp-1194731,355,0,0,0,2.5537,0.0000
mp-556278,294,1,1,0,2.0161,0.0369
mp-29748,1704,2,1,0,0.0000,0.0000
mp-5394,17,0,0,0,1.4881,0.0000
mp-690978,460,1,1,0,1.7566,0.0273
mp-651409,1452,0,0,1,1.8850,0.1297
mp-1195181,1064,0,0,0,2.4618,0.0000
mp-1223363,48,0,0,0,4.1568,0.0241
mp-1204262,517,2,1,1,0.0000,0.2079
mp-1229176,242,1,1,0,3.8372,0.0282
mp-2229416,506,1,1,1,0.4755,0.3675
mp-1095437,887,1,1,0,3.8707,0.0000
mp-29715,1682,2,1,0,0.0000,0.0114
mp-27362,384,0,0,0,1.5102,0.0000
mp-558122,321,1,1,0,1.9163,0.0000
mp-1189153,429,1,1,1,0.2035,0.4578
mp-30097,1571,1,1,0,0.8311,0.0000
mp-562774,271,1,1,0,3.1386,0.0012
mp-559296,167,1,1,1,1.7123,0.2687
mp-561328,914,1,1,0,2.6001,0.0000
mp-1219884,233,0,0,0,2.6461,0.0000
mp-1223776,987,1,1,0,0.7235,0.0101
mp-1205421,555,0,0,0,3.3005,0.0000
mp-677013,351,1,1,0,4.1483,0.0006
mp-18838,131,1,1,0,1.5234,0.0000
mp-1232974,1098,2,1,0,0.0000,0.0640
mp-1218308,1189,1,1,0,0.5301,0.0000
mp-23569,965,0,0,0,1.5770,0.0000
mp-554007,1617,1,1,0,1.8634,0.0118
mp-562833,1228,0,0,0,2.5280,0.0000
mp-1227873,108,0,0,0,4.4312,0.0203
mp-559097,266,1,1,0,1.6270,0.0200
mp-1101132,1702,2,1,0,0.0000,0.0948
mp-554370,563,1,1,0,2.6537,0.0222
mp-562836,1026,1,1,0,2.7367,0.0021
mp-554459,685,1,1,0,1.3802,0.0000
mp-695699,225,1,1,1,0.7743,0.3921
mp-1212663,454,0,0,0,5.0754,0.0372
mp-651961,1742,1,1,1,0.9756,0.2661
mp-1225212,1187,2,1,1,0.0000,0.3544
mp-1190453,420,1,1,0,2.1611,0.0000
mp-650524,286,1,1,1,1.6989,0.1406
mp-1193541,1569,1,1,0,1.4006,0.0575
mp-570961,1293,1,1,0,1.2705,0.0451
mp-559588,662,1,1,0,1.5285,0.0136
mp-574529,1090,0,0,0,1.4066,0.0000
mp-2014596,1238,1,1,0,1.8330,0.0000
mp-2229216,735,1,1,1,0.7182,0.3708
mp-729140,76,0,0,1,0.5436,0.3688
mp-1189612,63,1,1,0,0.4494,0.0000
mp-1095595,785,1,1,0,1.6628,0.0025
mp-572970,467,0,0,0,1.9445,0.0013
mp-562327,1528,1,1,0,1.8011,0.0000
mp-28330,1408,1,1,0,1.5508,0.0000
mp-560517,560,1,1,0,2.6561,0.0208
mp-1234080,1101,1,1,1,0.7350,0.1206
mp-1192577,1086,1,1,0,1.3914,0.0000
mp-1018731,788,0,0,0,2.7206,0.0000
mp-27312,876,1,1,0,4.8456,0.0016
mp-559724,754,1,1,1,1.2971,0.1319
mp-1202377,1626,1,1,0,2.8298,0.0000
mp-556778,1331,1,1,0,4.8518,0.0007
mp-556378,988,1,1,0,3.5272,0.0000
mp-1101144,276,1,1,1,0.1269,0.3312
mp-1147578,399,2,1,1,0.0000,0.2441
mp-557457,902,1,1,0,4.3012,0.0000
mp-2217785,578,1,1,1,0.1388,0.3060
mp-558257,1010,1,1,0,4.3669,0.0000
mp-695196,245,1,1,1,0.3272,0.5509
mp-1193833,1076,2,1,0,0.0000,0.0053
mp-570277,1593,2,1,0,0.0000,0.0679
mp-768093,124,1,1,0,0.9792,0.0672
mp-1046702,163,1,1,1,1.2534,0.2363
mp-567713,1755,0,0,0,0.4801,0.0009
mp-562912,1495,1,1,0,2.2763,0.0000
mp-754462,1367,1,1,0,0.9945,0.0870
mp-562004,1503,1,1,0,2.1672,0.0000
mp-555343,1227,1,1,0,2.8709,0.0000
mp-1224128,370,1,1,1,0.8936,0.5463
mp-1211452,650,1,1,0,2.7908,0.0000
mp-558183,541,1,1,1,0.5402,0.1388
mp-1048246,1037,2,1,1,0.0000,0.3148
mp-1235468,1692,1,1,0,0.2992,0.0520
mp-1105779,493,1,1,1,0.0392,0.3302
mp-557510,327,1,1,0,0.7673,0.0661
mp-619928,1128,1,1,0,1.3208,0.0000
mp-1105005,1050,1,1,0,3.1114,0.0000
mp-1192722,1751,1,1,0,1.0014,0.0496
mp-1223405,53,0,0,0,5.1172,0.0000
mp-1194026,442,1,1,0,0.2995,0.0541
mp-1193890,1438,0,0,0,2.4894,0.0000
mp-1196797,228,1,1,1,1.8455,0.4817
mp-1201600,1298,1,1,0,1.4904,0.0117
mp-1199238,1700,1,1,0,0.0040,0.0478
mp-1220289,174,0,0,0,3.4275,0.0318
mp-554879,680,1,1,0,0.4492,0.0288
mp-653823,1516,1,1,0,0.0638,0.0454
mp-7738,881,0,0,0,1.7261,0.0000
mp-2227262,1376,1,1,1,1.3893,0.1786
mp-1215080,638,0,0,1,0.3945,1.7073
mp-686599,1167,0,0,1,0.2500,0.8245
mp-561582,729,1,1,0,1.2761,0.0000
mp-555282,585,1,1,1,2.5190,0.1301
mp-554769,637,1,1,0,0.7950,0.0172
mp-1205247,149,0,0,1,2.8691,0.1439
mp-14673,293,0,0,0,1.7301,0.0000
mp-1196231,1726,1,1,1,0.1183,0.4430
mp-31036,1600,1,1,0,0.7461,0.0000
mp-558073,916,1,1,0,1.4139,0.0105
mp-674981,791,1,1,0,0.2624,0.0772
mp-541134,1681,1,1,1,0.8075,0.3279
mp-1202250,1299,0,0,0,0.0097,0.0439
mp-560589,226,0,0,1,2.2159,0.1040
mp-1196140,1126,1,1,0,1.4437,0.0062
mp-680417,715,2,1,0,0.0000,0.0202
mp-1102246,979,0,0,0,1.3360,0.0000
mp-989517,567,2,1,0,0.0000,0.0644
mp-557322,1634,1,1,1,0.8600,0.1678
mp-617352,1499,2,1,0,0.0000,0.0316
mp-1228759,1230,1,1,0,1.3865,0.0146
mp-1048385,1038,0,0,0,1.8113,0.0472
mp-556866,838,0,0,0,1.2212,0.0000
mp-2228916,507,2,1,1,0.0000,0.3909
mp-628665,1436,1,1,0,2.1634,0.0000
mp-1224553,421,1,1,0,0.0467,0.0095
mp-556837,191,1,1,0,2.7650,0.0000
mp-1223297,696,1,1,0,0.3095,0.0354
mp-632480,764,1,1,0,0.1676,0.0737
mp-1228621,82,0,0,1,2.3670,0.2526
mp-770642,144,0,0,0,1.7329,0.0843
mp-28517,1319,0,0,0,1.6854,0.0012
mp-557016,540,1,1,0,2.2644,0.0069
mp-554952,1468,0,0,0,2.5594,0.0000
mp-555688,444,1,1,1,0.8792,0.2335
mp-572778,1489,1,1,0,0.1785,0.0613
mp-13551,1355,1,1,0,3.2415,0.0000
mp-556094,418,0,0,0,1.0752,0.0000
mp-554135,1472,1,1,1,1.2110,0.1104
mp-2422943,475,1,1,0,2.0094,0.0009
mp-679987,534,1,1,0,1.7050,0.0000
mp-1204489,1484,1,1,0,0.5732,0.0000
mp-1173865,456,0,0,0,3.8486,0.0799
mp-23386,828,0,0,0,1.6389,0.0000
mp-559046,1559,1,1,0,2.6911,0.0000
mp-1233587,1534,1,1,1,0.0213,0.1054
mp-19488,130,1,1,0,1.7470,0.0000
mp-570693,1159,1,1,1,1.6952,0.1758
mp-1046709,164,1,1,1,1.2455,0.1985
mp-998299,1233,1,1,0,1.2364,0.0507
mp-23090,804,1,1,0,2.5070,0.0000
mp-28985,1170,1,1,0,2.0148,0.0000
mp-556341,747,1,1,0,1.4006,0.0000
mp-653758,624,1,1,0,0.0005,0.0668
mp-1219558,852,1,1,0,1.4019,0.0483
mp-568572,1145,2,1,0,0.0000,0.0158
mp-27490,1465,2,1,0,0.0000,0.0000
mp-560423,516,1,1,0,4.6462,0.0000
mp-1045601,1021,0,0,1,2.3164,0.1623
mp-2646928,841,1,1,1,0.1231,0.1344
mp-1040450,413,1,1,0,2.7793,0.0163
mp-569052,1285,1,1,0,1.3964,0.0161
mp-30531,1290,2,1,0,0.0000,0.0000
mp-726564,409,2,1,1,0.0000,0.3537
mp-669564,724,1,1,0,1.6143,0.0057
mp-558130,347,1,1,0,0.8540,0.0000
mp-943492,73,0,0,0,1.3691,0.0066
mp-2229921,739,1,1,1,0.4932,0.3699
mp-556868,1487,2,1,0,0.0000,0.0000
mp-570321,1203,1,1,0,1.1103,0.0009
mp-559019,686,1,1,0,1.3990,0.0000
mp-643460,712,1,1,0,1.9290,0.0057
mp-1045980,1013,1,1,1,1.4901,0.3546
mp-1234722,1539,2,1,0,0.0000,0.0974
mp-569684,1451,0,0,0,3.0775,0.0000
mp-989587,569,2,1,1,0.0000,0.1113
mp-655834,1210,1,1,1,0.1502,0.1265
mp-622273,711,1,1,0,2.3956,0.0719
mp-669348,1405,0,0,0,2.2165,0.0032
mp-22392,891,2,1,1,0.0000,0.3909
mp-572131,546,1,1,1,1.5149,0.2777
mp-624474,619,0,0,0,0.0961,0.0442
mp-1245640,744,1,1,0,2.2614,0.0430
mp-1191374,483,1,1,1,0.8916,0.1669
mp-1199707,693,2,1,1,0.0000,0.5745
mp-1193439,1069,1,1,0,0.3384,0.0240
mp-28372,1152,0,0,0,1.7274,0.0000
mp-649756,229,0,0,1,1.8836,0.2635
mp-559738,525,0,0,1,1.8036,0.1367
mp-23435,1712,1,1,0,0.1682,0.0388
mp-1181548,481,2,1,1,0.0000,0.3414
mp-1199269,104,1,1,0,5.4444,0.0904
mp-1217460,1381,1,1,0,0.2658,0.0253
mp-1206833,3,2,1,1,0.0000,1.9631
mp-1207516,1138,0,0,0,1.0312,0.0013
mp-569687,992,1,1,0,0.6295,0.0027
mp-1196912,984,1,1,0,1.6399,0.0000
mp-1224081,1202,1,1,0,0.4908,0.0498
mp-561079,663,1,1,0,1.7295,0.0177
mp-21354,34,1,1,0,0.0733,0.0077
mp-1233394,1686,1,1,0,0.9381,0.0929
mp-2240084,381,2,1,1,0.0000,0.2803
mp-721815,628,2,1,0,0.0000,0.0878
mp-1236727,1696,1,1,0,0.2246,0.0366
mp-769600,221,1,1,0,1.1574,0.0553
mp-556023,521,1,1,0,3.2203,0.0000
mp-22996,1287,1,1,0,1.3811,0.0000
mp-1236160,1116,2,1,0,0.0000,0.0561
mp-1206897,924,2,1,1,0.0000,1.9195
mp-1227670,1746,0,0,0,1.4188,0.0336
mp-560773,382,0,0,0,5.1595,0.0117
mp-649130,1150,0,0,1,0.0541,0.1415
mp-541032,1720,1,1,0,0.3352,0.0288
mp-680235,1390,0,0,0,2.6359,0.0075
mp-559558,455,1,1,0,1.8726,0.0000
mp-1208562,951,0,0,0,1.1084,0.0684
mp-27928,825,1,1,0,2.2543,0.0000
mp-1198254,239,0,0,1,0.6910,0.3398
mp-556938,1326,0,0,0,0.1791,0.0000
mp-561020,532,1,1,0,1.6067,0.0043
mp-560193,1165,1,1,0,2.7633,0.0000
mp-21228,892,0,0,0,1.1989,0.0005
mp-1206751,1282,1,1,1,0.0658,2.9702
mp-2234083,500,1,1,1,1.1116,0.2411
mp-631398,1413,2,1,1,0.0000,1.0971
mp-1204878,1313,1,1,0,0.1289,0.0000
mp-558446,813,1,1,0,1.1391,0.0011
mp-769601,147,1,1,0,1.4013,0.0562
mp-1222389,58,1,1,0,3.4481,0.0092
mp-1206174,1197,1,1,1,0.1027,1.8544
mp-41092,238,1,1,0,4.0322,0.0305
mp-560192,542,1,1,0,2.1827,0.0064
mp-1194579,910,0,0,0,2.8498,0.0000
mp-1048276,1031,2,1,1,0.0000,0.3979
mp-1048242,1034,2,1,1,0.0000,0.3720
mp-1013760,387,1,1,0,1.1857,0.0873
mp-1079264,699,1,1,0,1.4107,0.0008
mp-1226154,1592,2,1,0,0.0000,0.0183
mp-648788,1393,2,1,1,0.0000,0.2022
mp-1198737,1222,1,1,0,1.0219,0.0000
mp-558270,497,1,1,1,2.3109,0.1710
mp-558364,1558,2,1,0,0.0000,0.0151
mp-639335,1211,1,1,1,0.1832,0.1250
mp-559814,840,0,0,0,2.7011,0.0000
mp-561350,501,1,1,0,2.8305,0.0000
mp-1078562,30,0,0,0,1.2533,0.0072
mp-1196166,675,1,1,0,1.9335,0.0005
mp-569109,1291,1,1,0,0.7160,0.0058
mp-1205403,1148,1,1,0,2.5979,0.0000
mp-1080739,148,2,1,0,0.0000,0.0000
mp-697593,1575,1,1,0,0.6448,0.0303
mp-637206,1096,1,1,0,2.5424,0.0000
mp-559832,701,1,1,0,1.6090,0.0015
mp-1213194,1205,0,0,0,1.0535,0.0865
mp-1217517,1595,0,0,0,0.1323,0.0768
mp-1207668,879,1,1,0,1.8704,0.0000
mp-1202203,726,0,0,0,1.4823,0.0061
mp-23146,357,1,1,0,4.3633,0.0000
mp-1212237,312,1,1,0,1.6390,0.0032
mp-29408,1259,1,1,0,2.1939,0.0173
mp-554217,1182,0,0,0,1.1895,0.0782
mp-555022,898,1,1,0,4.2951,0.0389
mp-680169,218,0,0,0,4.9055,0.0000
mp-554195,288,0,0,1,1.8401,0.1409
mp-28458,1286,0,0,0,2.3090,0.0000
mp-1200639,1155,1,1,0,1.4358,0.0089
mp-555002,143,1,1,0,6.1760,0.0142
mp-653840,383,2,1,0,0.0000,0.0000
mp-559061,509,1,1,0,2.2126,0.0325
mp-2932665,200,1,1,0,0.4967,0.0000
mp-1224076,328,0,0,0,1.0880,0.0000
mp-1217182,1161,1,1,0,2.0160,0.0036
mp-1214752,1368,2,1,1,0.0000,1.2003
mp-540644,868,1,1,0,1.2495,0.0006
mp-17769,55,1,1,0,5.8517,0.0069
mp-675345,436,1,1,0,1.4488,0.0638
mp-621112,614,1,1,0,1.7925,0.0000
mp-29407,1761,1,1,0,1.8846,0.0000
mp-560986,215,1,1,1,1.5718,0.1295
mp-773980,1462,1,1,0,1.2266,0.0329
mp-1103189,1421,0,0,0,0.8821,0.0000
mp-556239,755,1,1,0,1.7750,0.0000
